AB_Species_ID,Sibley2_0ID,Species_Name,Common.name,Order,Family,Name_Plotting,Pacific,log10Mass,endemism,flightless,ground_nest,primary_diet,secondary_diet,Diet_vert,Diet_invert,Diet_fruit,Diet_nectar,Diet_seed,Diet_scav,Diet_plant,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,NumHabitats,LogFMR,LogPPR,IUCN_status,globally_extinct,global_histVic,global_preVic,Taxon.notes,Nest.notes,guild_ref
1,4732,Accipiter albogularis,Pied Goshawk,Falconiformes,Accipitridae,Accipiter albogularis,y,2.395775153,0,0,0,c,c,10,0,0,0,0,0,0,0,0,1,3,3,3,0,0,1,2.69,4.4,LC,0,0,0,,,walter's
2,4749,Accipiter brachyurus,"New Britain Sparrowhawk, Grey Sparrowhawk",Falconiformes,Accipitridae,Accipiter brachyurus,y,2.152288344,0,0,0,c,c,10,0,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.52,4.36,VU,0,0,0,,,walter's
3,NA,Accipiter efficax,,Falconiformes,Accipitridae,Accipiter efficax,y,2.382221227,0,0,0,c,c,9,1,0,0,0,0,0,0,0,4,2,2,2,0,0,1,2.68,4.49,EX,1,NA,1,,,boyer 2009
4,4728,Accipiter fasciatus,Brown Goshawk,Falconiformes,Accipitridae,Accipiter fasciatus,y,2.554684033,0,0,0,c,c,7,2,0,0,0,1,0,0,0,5,0,3,2,0,0,1,2.8,4.52,LC,0,0,0,,,walter's
5,4733,Accipiter haplochrous,White-bellied Goshawk,Falconiformes,Accipitridae,Accipiter haplochrous,y,2.297582707,0,0,0,c,c,7,3,0,0,0,0,0,0,0,7,0,2,1,0,0,1,2.62,4.33,NT,0,0,0,,,walter's
6,4770,Accipiter meyerianus,Meyer's Goshawk,Falconiformes,Accipitridae,Accipiter meyerianus,y,2.882834277,0,0,0,c,c,10,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,1,3.04,4.88,LC,0,0,0,,,walter's
7,4726,Accipiter novaehollandiae,Grey Goshawk,Falconiformes,Accipitridae,Accipiter novaehollandiae,y,2.513305271,0,0,0,c,c,7,3,0,0,0,0,0,0,0,5,0,3,2,0,0,1,2.77,4.49,LC,0,0,0,,,walter's
8,NA,Accipiter quartus,,Falconiformes,Accipitridae,Accipiter quartus,y,2.445077933,0,0,0,c,c,10,0,0,0,0,0,0,0,0,4,2,2,2,0,0,1,2.73,4.57,EX,1,NA,1,,,boyer 2009
9,4734,Accipiter rufitorques,Fiji Goshawk,Falconiformes,Accipitridae,Accipiter rufitorques,y,2.320146286,0,0,0,c,c,8,2,0,0,0,0,0,0,0,0,3,4,3,0,0,1,2.64,4.4,LC,0,0,0,,,walter's
10,NA,Accipiter sp. LARGE,,Falconiformes,Accipitridae,Accipiter sp. Lg,y,3.214327582,0,0,0,c,c,10,0,0,0,0,0,0,0,0,4,2,2,2,0,0,1,3.27,5.12,EX,1,NA,1,,,boyer 2009
11,NA,Accipiter sp. MEDIUM (larger than novaehollandiae),,Falconiformes,Accipitridae,Accipiter sp. med,y,2.825012555,0,0,0,c,c,9,1,0,0,0,0,0,0,0,4,2,2,2,0,0,1,3,4.8,EX,1,NA,1,,,boyer 2009
12,1357,Aceros plicatus,Knobbed Hornbill,Coraciiformes,Bucerotidae,Aceros plicatus,y,3.231410801,0,0,0,f,f,0,2,8,0,0,0,0,0,0,3,1,1,5,0,0,1,3.14,4.17,LC,0,0,0,,,walter's
13,NA,Aceros undescr sp.,,Coraciiformes,Bucerotidae,Aceros undescr sp.,y,3.177752872,2,0,0,f,f,1,3,6,0,0,0,0,0,0,3,1,1,5,0,0,1,3.1,4.13,EX,1,NA,1,,,same as congener
14,10809,Acrocephalus australis,"Australian Reed-warbler, Australian Reed Warbler",Passeriformes,Sylviidae,Acrocephalus australis,y,1.247973266,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,5,5,0,0,0,1,1.87,2.84,LC,0,0,0,,,walter's
15,10816,Acrocephalus caffer,"Tahiti Reed-warbler, Tahiti Reed Warbler",Passeriformes,Sylviidae,Acrocephalus caffer,y,1.494317613,1,0,0,i,i,2,7,0,1,0,0,0,0,0,0,0,0,10,0,0,1,2.05,3.02,VU,0,0,0,,,walter's
16,10819,Acrocephalus kerearako,,Passeriformes,Sylviidae,Acrocephalus kerearako,y,1.352182518,1,0,0,i,i,0,10,0,0,0,0,0,0,0,2,4,4,0,0,0,1,1.95,2.92,NT,0,0,0,,,walter's
17,10810,Acrocephalus luscinia,"Nightingale Reed-warbler, Nightingale Reed Warbler",Passeriformes,Sylviidae,Acrocephalus luscinia,y,1.485091132,1,0,0,i,i,2,8,0,0,0,0,0,0,0,1,8,1,0,0,0,1,2.04,3.01,EN,0,0,0,,,walter's
18,10817,Acrocephalus mendanae,"Marquesan Reed-warbler, Marquesan Reed Warbler",Passeriformes,Sylviidae,Acrocephalus mendanae,y,1.494317613,1,0,0,i,i,1,6,1,1,1,0,0,0,0,5,5,0,0,0,0,1,2.05,3.49,LC,0,0,0,,,walter's
19,10821,Acrocephalus vaughani,"Pitcairn Reed-warbler, Pitcairn Reed Warbler",Passeriformes,Sylviidae,Acrocephalus vaughani,y,1.386893223,1,0,0,i,i,0,10,0,0,0,0,0,0,0,1,3,3,3,0,0,1,1.97,2.94,VU,0,0,0,,,walter's
20,3146,Aegotheles savesi,"New Caledonian Owlet-nightjar, Enigmatic Owlet-nightjar",Caprimulgiformes,Aegothelidae,Aegotheles savesi,y,1.773695043,1,0,0,i,i,0,10,0,0,0,0,0,0,0,6,3,1,0,0,1,1,2.25,3.22,CR,0,0,0,,,walter's
21,NA,Aidemedia chascax,,Passeriformes,Fringillidae,Aidemedia chascax,y,1.36361198,2,0,0,i,i,0,7,0,3,0,0,0,0,0,0,5,5,0,0,0,1,1.95,2.79,EX,1,NA,1,gaper,,boyer 2009
22,NA,Aidemedia lutetiae,,Passeriformes,Fringillidae,Aidemedia lutetiae,y,1.274388796,2,0,0,i,i,0,7,0,3,0,0,0,0,0,0,5,5,0,0,0,1,1.89,2.73,EX,1,NA,1,gaper,,boyer 2009
23,NA,Aidemedia zanclops,,Passeriformes,Fringillidae,Aidemedia zanclops,y,1.328379603,2,0,0,i,i,0,7,0,3,0,0,0,0,0,0,5,5,0,0,0,1,1.93,2.77,EX,1,NA,1,gaper,,boyer 2009
24,NA,Akialoa ellisiana,,Passeriformes,Fringillidae,Akialoa ellisiana,y,1.469822016,2,0,0,i,i,0,7,0,3,0,0,0,0,0,0,5,5,0,0,0,1,2.03,2.87,EX,1,1,0,"aka. Hemignathus lichtensteini, H. ellisiana, Drepanis ellisiana",,boyer 2009
25,NA,Akialoa lanaiensis,,Passeriformes,Fringillidae,Akialoa lanaiensis,y,1.444565221,2,0,0,i,i,0,7,0,3,0,0,0,0,0,0,5,5,0,0,0,1,2.01,2.85,EX,1,1,0,aka. Hemignathus lanaiensis,,boyer 2009
26,NA,Akialoa obscura,,Passeriformes,Fringillidae,Akialoa obscura,y,1.361727836,2,0,0,i,i,0,7,0,3,0,0,0,0,0,0,5,5,0,0,0,1,1.95,2.79,EX,1,1,0,"aka. Hemignathus obscurus, Certhia obscura",,boyer 2009
27,NA,Akialoa stejnegeri,,Passeriformes,Fringillidae,Akialoa stejnegeri,y,1.531478917,2,0,0,i,i,0,7,0,3,0,0,0,0,0,0,5,5,0,0,0,1,2.07,2.91,EX,1,1,0,"aka. Hemignathus stejnegeri, H. procerus",,boyer 2009
28,NA,Akialoa upupirostris,,Passeriformes,Fringillidae,Akialoa upupirostris,y,1.45484486,2,0,0,i,i,0,7,0,3,0,0,0,0,0,0,5,5,0,0,0,1,2.02,2.86,EX,1,NA,1,aka. Hemignathus upupirostris,,boyer 2009
29,1546,Alcedo atthis,"Common Kingfisher, European Kingfisher, Kingfisher",Coraciiformes,Alcedinidae,Alcedo atthis,y,1.492623395,0,0,0,c,c,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,2,2.05,3.76,LC,0,0,0,,,walter's
30,3879,Amaurornis moluccanus,,Gruiformes,Rallidae,Amaurornis moluccanus,y,2.271338037,0,0,1,o,o,3,4,0,0,0,0,3,0,3,7,0,0,0,0,0,2,2.7,3.96,LC,0,0,0,,,walter's
31,698,Anas gibberifrons,,Anseriformes,Anatidae,Anas gibberifrons,y,2.688518278,0,0,1,h,h,0,2,0,0,4,0,4,0,10,0,0,0,0,0,0,2,2.54,3.18,LC,0,0,0,,,walter's
32,NA,Anas gracilis,,Anseriformes,Anatidae,Anas gracilis,y,2.67669361,0,0,1,h,h,0,3,0,0,0,0,7,1,9,0,0,0,0,0,0,2,2.53,3.17,LC,0,0,0,,,same as congener
33,NA,Anas oustaletii,,Anseriformes,Anatidae,Anas oustaletii,y,2.902546779,0,0,1,h,h,0,3,0,0,0,0,7,1,9,0,0,0,0,0,0,2,2.69,3.33,EX,1,1,0,,,same as congener
34,686,Anas superciliosa,"Pacific Black Duck, Grey Duck",Anseriformes,Anatidae,Anas superciliosa,y,2.94584652,0,0,1,h,h,0,1,0,0,3,0,6,2,8,0,0,0,0,0,0,2,2.72,3.36,LC,0,0,0,,,walter's
35,NA,Anas wyvilliana,,Anseriformes,Anatidae,Anas wyvilliana,y,2.725911632,1,0,1,h,h,0,3,0,0,0,0,7,1,9,0,0,0,0,0,0,2,2.56,3.21,EN,0,0,0,"Hawaiian Duck, sister sp = mallard",ground,same as congener
36,9409,Aplonis atrifusca,Samoan Starling,Passeriformes,Sturnidae,Aplonis atrifusca,y,2.164352856,1,0,0,f,i,0,2,7,1,0,0,0,0,0,0,0,6,4,0,0,1,2.38,2.97,LC,0,0,0,,,walter's
37,9418,Aplonis cantoroides,Singing Starling,Passeriformes,Sturnidae,Aplonis cantoroides,y,1.746097929,0,0,0,f,i,0,5,5,0,0,0,0,0,0,0,0,6,4,0,0,1,2.08,2.67,LC,0,0,0,,,walter's
38,NA,Aplonis diluvialis,,Passeriformes,Sturnidae,Aplonis diluvialis,y,1.980382838,2,0,0,f,i,0,3,7,0,0,0,0,0,0,0,0,6,4,0,0,1,2.25,2.84,EX,1,NA,1,,,same as congener
39,9421,Aplonis grandis,Brown-winged Starling,Passeriformes,Sturnidae,Aplonis grandis,y,2.127104798,1,0,0,f,i,0,2,8,0,0,0,0,0,0,0,5,5,0,0,0,1,2.35,2.94,LC,0,0,0,,,walter's
40,9426,Aplonis metallica,Metallic Starling,Passeriformes,Sturnidae,Aplonis metallica,y,1.752004909,0,0,0,f,i,0,2,6,2,0,0,0,0,0,3.33,3.33,3.33,0,0,0,1,2.33,2.8,LC,0,0,0,,,walter's
41,9416,Aplonis opaca,Micronesian Starling,Passeriformes,Sturnidae,Aplonis opaca,y,1.921166051,1,0,0,f,i,1,2,4,0,3,0,0,0,0,0,5,5,0,0,0,1,2.2,2.8,LC,0,0,0,,,walter's
42,9414,Aplonis striata,Striated Starling,Passeriformes,Sturnidae,Aplonis striata,y,1.733999287,1,0,0,f,i,0,2,8,0,0,0,0,0,0,1,3,3,3,0,0,1,2.07,2.27,LC,0,0,0,,,walter's
43,9413,Aplonis tabuensis,Polynesian Starling,Passeriformes,Sturnidae,Aplonis tabuensis,y,1.795880017,0,0,0,f,i,0,2,8,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.11,2.71,LC,0,0,0,,,walter's
44,NA,Aplonis undescr sp. Erromango,,Passeriformes,Sturnidae,Aplonis sp. Erromango,y,1.7981901,2,0,0,f,i,0,3,7,0,0,0,0,0,0,0,5,5,0,0,0,1,2.12,2.71,EX,1,NA,1,,,same as congener
45,9406,Aplonis zelandica,Rusty-winged Starling,Passeriformes,Sturnidae,Aplonis zelandica,y,1.83671353,1,0,0,f,i,0,2,8,0,0,0,0,0,0,0,5,5,0,0,0,1,2.14,2.74,NT,0,0,0,,,walter's
46,NA,Apteribis brevis,,Pelicaniformes,Threskiornithidae,Apteribis brevis,y,3.365584789,2,1,1,i,i,0,10,0,0,0,0,0,0,0,10,0,0,0,0,NA,1,3.38,4.35,EX,1,NA,1,"flightless ibis, NA ibis average egg length 53mm, nestling 30g",probably on ground or in low vegetation,same as kiwi
47,NA,Apteribis glenos,,Pelicaniformes,Threskiornithidae,Apteribis glenos,y,3.365584789,2,1,1,i,i,0,10,0,0,0,0,0,0,0,10,0,0,0,0,NA,1,3.38,4.35,EX,1,NA,1,flightless ibis,probably on ground or in low vegetation,same as kiwi
48,NA,Apteribis sp.,,Pelicaniformes,Threskiornithidae,Apteribis sp.,y,3.365584789,2,1,1,i,i,0,10,0,0,0,0,0,0,0,10,0,0,0,0,NA,1,3.38,4.35,EX,1,NA,1,flightless ibis,probably on ground or in low vegetation,same as kiwi
49,8233,Artamus insignis,"Bismarck Woodswallow, White-backed Woodswallow",Passeriformes,Artamidae,Artamus insignis,y,1.710117365,0,0,0,i,n,0,10,0,0,0,0,0,0,0,0,0,0,3,7,0,1,2.2,3.17,LC,0,0,0,,,walter's
50,8230,Artamus leucorhynchus,White-breasted Woodswallow,Passeriformes,Artamidae,Artamus leucorhynchus,y,1.620074857,0,0,0,i,n,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,1,2.14,3.11,LC,0,0,0,,,walter's
51,3111,Asio flammeus,Short-eared Owl,Strigiformes,Strigidae,Asio flammeus,y,2.508683821,0,0,0,c,c,10,0,0,0,0,0,0,0,0,9,0,1,0,0,1,1,2.77,4.61,LC,0,0,NA,"arrived after Polynesians, exclude from prehistoric analysis",,walter's
52,4581,Aviceda subcristata,Pacific Baza,Falconiformes,Accipitridae,Aviceda subcristata,y,2.508735627,0,0,0,c,c,5,4,1,0,0,0,0,0,0,0,0,3,7,0,0,1,2.77,4.21,LC,0,0,0,,,walter's
53,735,Aythya australis,,Anseriformes,Anatidae,Aythya australis,y,2.939225278,0,0,1,h,h,0,1,0,0,2,0,7,5,5,0,0,0,0,0,0,2,2.71,3.36,LC,0,0,0,,,walter's
54,5177,Botaurus poiciloptilus,,Ciconiiformes,Ardeidae,Botaurus poiciloptilus,y,3.034908761,0,0,0,c,c,8,2,0,0,0,0,0,0,5,5,0,0,0,0,0,2,3.15,4.95,EN,0,0,0,,,walter's
55,NA,Branta hylobadistes,,Anseriformes,Anatidae,Branta hylobadistes,y,3.509899594,1,1,1,h,h,0,2,0,0,0,0,8,0,0,10,0,0,0,0,0,2,3.12,3.69,EX,1,NA,1,,scrape on ground,boyer 2009
56,NA,Branta rhuax,,Anseriformes,Anatidae,Branta rhuax,y,3.774019048,1,0,1,h,h,0,2,0,0,0,0,8,0,0,10,0,0,0,0,0,2,3.31,3.88,EX,1,NA,1,very large hawaii goose / Geochen rhuax,scrape on ground,boyer 2009
57,612,Branta sandvicensis,"Hawaiian Goose, Nene",Anseriformes,Anatidae,Branta sandvicensis,y,3.310507605,1,0,1,h,h,0,0,0,2,0,0,8,0,0,10,0,0,0,0,0,2,2.98,3.34,VU,0,0,0,"Nene, sister = canada goose",ground,walter's
58,4823,Buteo solitarius,Hawaiian Hawk,Falconiformes,Accipitridae,Buteo solitarius,y,2.699736483,1,0,0,c,c,7,3,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,1,2.91,4.62,NT,0,0,0,,,walter's
59,5255,Butorides striatus,"Striated Heron, Green-backed Heron",Ciconiiformes,Ardeidae,Butorides striatus,n,2.304275932,0,0,0,c,c,7,3,0,0,0,0,0,0,8,2,0,0,0,0,0,2,2.63,4.43,LC,0,0,0,,,walter's
60,1942,Cacatua ducorpsii,"Solomons Cockatoo, Broad-crested Corella, Ducorps's Cockatoo",Psittaciformes,Psittacidae,Cacatua ducorpsii,y,2.595496222,1,0,0,g,f,0,2,3,0,3,0,2,0,0,3.33,3.33,3.33,0,0,0,1,2.68,2.86,LC,0,0,0,,,walter's
61,NA,Cacatua sp. large New Ireland,,Psittaciformes,Cacatuidae,Cacatua sp. lg New Ireland,y,2.953139893,2,0,0,g,f,0,0,7,0,3,0,0,0,0,3.33,3.33,3.33,0,0,0,1,2.94,3.12,EX,1,NA,1,,,same as congener
62,NA,Cacatua undescr sp. New Caledonia,,Psittaciformes,Cacatuidae,Cacatua sp. New Caledonia,y,2.753710699,2,0,0,g,f,0,0,7,0,3,0,0,0,0,3.33,3.33,3.33,0,0,0,1,2.8,2.97,EX,1,NA,1,,,same as congener
63,1764,Cacomantis flabelliformis,Fan-tailed Cuckoo,Cuculiformes,Cuculidae,Cacomantis flabelliformis,y,1.697229343,0,0,0,i,i,0,10,0,0,0,0,0,0,0,2,2,4,2,0,0,1,2.19,3.16,LC,0,0,0,,,walter's
64,1761,Cacomantis variolosus,Brush Cuckoo,Cuculiformes,Cuculidae,Cacomantis variolosus,y,1.553344174,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,4,4,2,0,0,1,2.09,3.06,LC,0,0,0,,,walter's
65,NA,Caloenas canacorum,,Columbiformes,Columbidae,Caloenas canacorum,y,2.979260146,0,0,0,f,f,0,0,7,0,3,0,0,0,0,6,2,1,1,0,0,1,2.96,3.14,EX,1,NA,1,ground-mid frugivore,,same as congener
66,3496,Caloenas nicobarica,"Nicobar Pigeon, Nicobar Dove",Columbiformes,Columbidae,Caloenas nicobarica,y,2.730671214,0,0,0,f,f,0,0,5,0,5,0,0,0,0,6,2,1,1,0,0,1,2.78,2.96,NT,0,0,0,ground-mid frugivore,,walter's
67,3263,Caprimulgus macrurus,Large-tailed Nightjar,Caprimulgiformes,Aegothelidae,Caprimulgus macrurus,y,1.820857989,0,0,0,i,i,0,10,0,0,0,0,0,0,0,4,5,0,0,1,1,1,2.28,3.25,LC,0,0,0,,,walter's
68,1827,Centropus ateralbus,Pied Coucal,Cuculiformes,Cuculidae,Centropus ateralbus,y,2.530199698,0,0,0,i,c,1,9,0,0,0,0,0,0,0,5,3,2,0,0,0,1,2.78,4.22,LC,0,0,0,,,walter's
69,NA,Centropus sp. New Ireland,,Cuculiformes,Cuculidae,Centropus sp. New Ireland,y,2.432052574,0,0,0,i,c,3,7,0,0,0,0,0,0,0,5,3,2,0,0,0,1,2.72,4.15,EX,1,NA,1,,,same as congener
70,1825,Centropus violaceus,"Violaceous Coucal, Violet Coucal",Cuculiformes,Cuculidae,Centropus violaceus,y,2.698970004,0,0,0,i,c,1,9,0,0,0,0,0,0,0,7,2,1,0,0,0,1,2.9,4.34,LC,0,0,0,,,walter's
71,10708,Cettia ruficapilla,"Fiji Bush-warbler, Fiji Bush Warbler",Passeriformes,Sylviidae,Cettia ruficapilla,y,1.103803721,1,0,0,i,i,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1.77,2.74,LC,0,0,0,,,walter's
72,NA,Cettia sp. Eua,,Passeriformes,Sylvidae,Cettia sp. Eua,y,1.185623936,1,0,0,i,i,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1.83,2.8,EX,1,NA,1,,,same as congener
73,1562,Ceyx lepidus,"Variable Kingfisher, Chameleon Dwarf Kingfisher",Coraciiformes,Alcedinidae,Ceyx lepidus,y,1.328845725,0,0,0,c,c,1,9,0,0,0,0,0,0,0,6,3,1,0,0,0,1,1.93,3.37,LC,0,0,0,,,walter's
74,NA,Ceyx pusillus,,Coraciiformes,Alcedinidae,Ceyx pusillus,y,1.250420002,0,0,0,c,c,3,7,0,0,0,0,0,0,0,6,3,1,0,0,0,1,1.87,3.31,LC,0,0,0,aka Alcedo pusilla,,same as congeners
75,NA,Ceyx websteri,,Coraciiformes,Alcedinidae,Ceyx websteri,y,1.250420002,0,0,0,c,c,3,7,0,0,0,0,0,0,0,6,3,1,0,0,0,1,1.87,3.31,VU,0,0,0,aka Alcedo websteri,,same as congeners
76,NA,Chaetoptila angustipluma,,Passeriformes,Meliphagidae,Chaetoptila angustipluma,y,2.068915897,2,0,0,n,n,0,2,2,6,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.55,3.01,EX,1,1,0,,,birds of north america
77,NA,Chaetoptila cf. narrow billed,,Passeriformes,Meliphagidae,NA,NA,NA,2,0,0,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,NA,1,,,NA
78,3417,Chalcophaps indica,"Emerald Dove, Common Emerald Dove",Columbiformes,Columbidae,Chalcophaps indica,y,2.135281584,0,0,0,f,g,0,2,4,0,4,0,0,0,0,7,1,1,1,0,0,1,2.6,3.08,LC,0,0,0,ground-dwelling,,walter's
79,3420,Chalcophaps stephani,"Stephan's Dove, Stephan's Emerald Dove",Columbiformes,Columbidae,Chalcophaps stephani,y,2.11055056,0,0,0,f,g,0,1,4,0,5,0,0,0,0,10,0,0,0,0,0,1,2.3,2.45,LC,0,0,0,ground-dwelling,,walter's
80,1950,Chalcopsitta cardinalis,Cardinal Lory,Psittaciformes,Psittacidae,Chalcopsitta cardinalis,y,2.26245109,0,0,0,n,f/g,0,0,5,5,0,0,0,0,0,0,4,6,0,0,0,1,2.69,2.76,LC,0,0,0,,,walter's
81,1994,Charmosyna amabilis,Red-throated Lorikeet,Psittaciformes,Psittacidae,Charmosyna amabilis,y,0.931778423,1,0,0,n,f/g,0,0,5,5,0,0,0,0,0,0,4,4,2,0,0,1,1.75,1.83,CR,0,0,0,,,walter's
